id,book_id,member_id,loan_date,return_date,status
567,3635,1334,2024-12-12,,OUT
568,1917,653,2024-08-05,2024-08-11,RETURNED
569,2671,944,2024-10-12,,OUT
570,557,1557,2024-07-13,2024-07-23,RETURNED
571,3215,668,2024-06-15,,OUT
572,802,401,2024-04-11,,OUT
573,2994,1003,2024-04-14,2024-04-18,RETURNED
574,4726,1698,2024-05-23,,OUT
575,263,1793,2024-09-08,,OUT
576,3937,1709,2024-08-29,2024-09-02,RETURNED
577,724,119,2024-02-20,2024-03-12,RETURNED
578,3197,88,2024-09-27,,OUT
579,4405,285,2024-02-27,2024-03-18,RETURNED
580,1379,912,2024-03-12,2024-03-24,RETURNED
581,3775,688,2024-07-05,,OUT
582,2047,1311,2024-04-01,2024-04-17,RETURNED
583,1950,423,2024-11-18,,OUT
584,1440,1163,2024-04-07,2024-04-25,RETURNED
585,2372,1922,2024-10-03,2024-10-28,RETURNED
586,738,1400,2024-02-15,,OUT
587,238,1985,2024-09-21,2024-10-04,RETURNED
588,1057,1579,2024-02-29,2024-03-20,RETURNED
589,2265,1571,2024-03-31,,OUT
590,1162,912,2024-09-24,,OUT
591,1809,384,2024-06-15,,OUT
592,2495,1099,2024-06-26,2024-06-30,RETURNED
593,1472,875,2024-10-10,,OUT
594,665,718,2024-11-26,2024-12-24,RETURNED
595,2726,838,2024-09-06,2024-09-09,RETURNED
596,4752,1963,2024-03-09,2024-03-12,RETURNED
597,1488,534,2024-09-13,2024-10-11,RETURNED
598,2506,234,2024-08-14,,OUT
599,2886,588,2024-06-03,2024-06-28,RETURNED
600,1544,1750,2024-10-27,2024-11-14,RETURNED
601,223,1002,2024-12-25,2024-12-28,RETURNED
602,2570,318,2024-05-02,,OUT
603,4876,1701,2024-04-10,2024-05-01,RETURNED
604,4012,1473,2024-03-12,2024-04-01,RETURNED
605,3022,203,2024-10-22,2024-10-26,RETURNED
606,1530,1927,2024-01-08,,OUT
607,2656,438,2024-09-08,,OUT
608,4352,746,2024-09-20,,OUT
609,4291,367,2024-11-17,2024-12-08,RETURNED
610,2350,302,2024-04-10,2024-04-24,RETURNED
611,4739,421,2024-10-15,,OUT
612,4924,232,2024-06-02,2024-06-08,RETURNED
613,198,22,2024-10-13,2024-11-02,RETURNED
614,644,281,2024-07-05,2024-07-21,RETURNED
615,4383,348,2024-03-02,,OUT
616,3322,941,2024-12-21,,OUT
617,4207,1839,2024-01-17,2024-01-28,RETURNED
618,1025,733,2024-07-29,2024-07-30,RETURNED
619,2809,1531,2024-07-09,2024-07-19,RETURNED
620,1590,643,2024-05-04,2024-05-15,RETURNED
621,493,286,2024-08-05,2024-08-16,RETURNED
622,1985,1532,2024-05-20,2024-05-31,RETURNED
623,3938,1610,2024-05-18,,OUT
624,2087,1184,2024-11-12,,OUT
625,682,138,2024-01-23,2024-02-18,RETURNED
626,1608,987,2024-10-16,,OUT
627,3711,1178,2024-12-15,2024-12-31,RETURNED
628,4581,78,2024-05-14,2024-06-05,RETURNED
629,4254,840,2024-07-05,2024-07-12,RETURNED
630,4490,1999,2024-07-05,2024-08-01,RETURNED
631,2462,1364,2024-09-23,2024-10-17,RETURNED
632,200,242,2024-12-07,,OUT
633,1984,1254,2024-01-18,,OUT
634,1786,383,2024-02-26,2024-03-20,RETURNED
635,1602,1692,2024-07-31,,OUT
636,2400,1,2024-12-20,2024-12-30,RETURNED
637,2851,1456,2024-02-13,2024-02-29,RETURNED
638,696,1214,2024-06-01,2024-06-27,RETURNED
639,2606,270,2024-09-14,2024-10-08,RETURNED
640,639,675,2024-04-27,2024-05-14,RETURNED
641,4871,843,2024-01-06,,OUT
642,3071,356,2024-10-08,,OUT
643,3602,1363,2024-06-14,,OUT
644,4640,1416,2024-06-15,2024-07-07,RETURNED
645,3957,729,2024-07-31,2024-08-10,RETURNED
646,2528,1308,2024-04-21,2024-04-28,RETURNED
647,1288,1859,2024-04-02,2024-04-25,RETURNED
648,179,460,2024-03-14,2024-03-24,RETURNED
649,3249,927,2024-09-01,2024-09-24,RETURNED
650,1018,1024,2024-11-18,2024-12-12,RETURNED
651,1842,1448,2024-03-05,,OUT
652,3258,754,2024-09-01,,OUT
653,652,606,2024-02-10,2024-02-17,RETURNED
654,2422,1534,2024-12-18,2024-12-31,RETURNED
655,3817,1056,2024-06-06,,OUT
656,2577,1189,2024-08-24,2024-09-21,RETURNED
657,2536,465,2024-07-13,2024-07-15,RETURNED
658,566,979,2024-02-20,2024-02-24,RETURNED
659,612,1793,2024-05-11,,OUT
660,470,1523,2024-10-13,,OUT
661,1876,1479,2024-11-27,2024-12-25,RETURNED
662,3113,124,2024-12-01,2024-12-25,RETURNED
663,2484,819,2024-04-10,2024-05-10,RETURNED
664,1015,928,2024-09-20,2024-09-26,RETURNED
665,2030,828,2024-09-08,,OUT
666,4848,1698,2024-08-05,2024-08-19,RETURNED
667,4746,1187,2024-08-06,2024-08-30,RETURNED
668,3614,1129,2024-08-18,2024-08-19,RETURNED
669,834,1817,2024-08-22,2024-09-02,RETURNED
670,1659,1102,2024-09-28,,OUT
671,1243,1878,2024-02-17,2024-03-16,RETURNED
672,2531,1,2024-03-19,2024-03-24,RETURNED
673,1999,158,2024-07-25,2024-08-02,RETURNED
674,230,452,2024-06-29,2024-07-18,RETURNED
675,639,1128,2024-02-06,2024-02-07,RETURNED
676,1304,1936,2024-03-04,2024-03-16,RETURNED
677,495,374,2024-06-13,2024-07-01,RETURNED
678,576,339,2024-12-15,2024-12-31,RETURNED
679,2513,586,2024-08-01,2024-08-16,RETURNED
680,4936,727,2024-11-20,,OUT
681,2017,1419,2024-07-22,2024-08-04,RETURNED
682,2753,533,2024-06-29,,OUT
683,1369,1594,2024-02-04,2024-02-26,RETURNED
684,76,1121,2024-12-31,2024-12-31,RETURNED
685,4751,695,2024-05-31,2024-06-17,RETURNED
686,3556,484,2024-06-01,2024-06-04,RETURNED
687,4200,456,2024-04-02,2024-04-28,RETURNED
688,286,806,2024-12-03,,OUT
689,4362,1440,2024-02-24,2024-02-26,RETURNED
690,4788,1027,2024-06-08,2024-07-06,RETURNED
691,1442,1832,2024-12-22,2024-12-25,RETURNED
692,4951,1517,2024-12-26,2024-12-31,RETURNED
693,4393,20,2024-03-29,,OUT
694,1270,1877,2024-09-04,,OUT
695,2246,161,2024-09-26,2024-10-01,RETURNED
696,2194,447,2024-06-15,2024-07-11,RETURNED
697,2115,1049,2024-02-26,2024-03-22,RETURNED
698,2390,1115,2024-06-28,,OUT
699,3252,1807,2024-09-17,,OUT
700,4498,749,2024-10-29,,OUT
701,2291,1265,2024-11-21,,OUT
702,3813,457,2024-09-06,,OUT
703,3681,910,2024-04-10,,OUT
704,1906,1129,2024-07-10,2024-08-02,RETURNED
705,3126,140,2024-12-09,2024-12-11,RETURNED
706,4423,117,2024-07-17,,OUT
707,2512,330,2024-12-30,,OUT
708,3882,1741,2024-11-05,2024-11-11,RETURNED
709,3086,368,2024-06-24,2024-07-10,RETURNED
710,3405,319,2024-03-08,2024-04-07,RETURNED
711,4094,1028,2024-03-24,2024-04-10,RETURNED
712,4965,1668,2024-02-16,2024-03-16,RETURNED
713,2460,662,2024-07-04,,OUT
714,3637,352,2024-05-23,2024-05-25,RETURNED
715,455,1248,2024-03-25,2024-04-17,RETURNED
716,4903,1227,2024-07-30,2024-08-21,RETURNED
717,4974,707,2024-03-20,2024-04-05,RETURNED
718,307,989,2024-12-05,2024-12-08,RETURNED
719,4266,1073,2024-02-17,,OUT
720,2582,1113,2024-12-28,2024-12-31,RETURNED
721,1211,1972,2024-08-23,2024-08-30,RETURNED
722,2963,816,2024-03-14,2024-03-26,RETURNED
723,4837,192,2024-08-03,,OUT
724,2536,393,2024-05-14,2024-06-12,RETURNED
725,3332,948,2024-01-30,2024-02-21,RETURNED
726,4021,470,2024-09-16,2024-10-07,RETURNED
727,4700,196,2024-12-08,,OUT
728,1233,1650,2024-09-18,,OUT
729,160,226,2024-10-13,2024-11-08,RETURNED
730,710,479,2024-12-10,2024-12-31,RETURNED
731,334,742,2024-11-24,,OUT
732,3405,397,2024-06-23,2024-07-15,RETURNED
733,2231,507,2024-05-30,,OUT
734,2073,1753,2024-12-26,2024-12-31,RETURNED
735,246,366,2024-02-15,2024-03-12,RETURNED
736,3648,361,2024-01-31,2024-02-28,RETURNED
737,2455,989,2024-03-07,2024-03-31,RETURNED
738,1147,971,2024-08-10,2024-08-18,RETURNED
739,4692,135,2024-02-27,2024-03-04,RETURNED
740,4596,475,2024-08-16,,OUT
741,4378,1432,2024-12-26,2024-12-31,RETURNED
742,4180,1561,2024-08-18,,OUT
743,2088,1083,2024-06-16,2024-07-06,RETURNED
744,1631,1080,2024-10-15,2024-10-31,RETURNED
745,1239,1880,2024-07-11,,OUT
746,3546,1857,2024-10-24,2024-11-17,RETURNED
747,603,1476,2024-07-23,2024-08-07,RETURNED
748,4066,1796,2024-06-25,,OUT
749,971,176,2024-09-21,,OUT
750,4087,812,2024-03-26,2024-04-16,RETURNED
751,2124,1174,2024-05-08,2024-06-01,RETURNED
752,762,832,2024-02-29,2024-03-03,RETURNED
753,2,367,2024-12-24,2024-12-31,RETURNED
754,2013,1852,2024-01-08,2024-01-10,RETURNED
755,913,1562,2024-11-18,2024-12-04,RETURNED
756,1849,1496,2024-01-06,,OUT
757,1213,385,2024-02-12,2024-02-19,RETURNED
758,2100,1357,2024-04-17,2024-04-28,RETURNED
759,3968,594,2024-07-28,2024-08-24,RETURNED
760,3074,778,2024-06-12,2024-06-22,RETURNED
761,1195,126,2024-11-05,2024-11-18,RETURNED
762,3209,1649,2024-05-25,,OUT
763,496,900,2024-01-19,2024-01-23,RETURNED
764,4207,129,2024-06-05,,OUT
765,1335,147,2024-01-14,,OUT
766,4,1206,2024-01-20,2024-02-10,RETURNED
767,739,812,2024-08-30,,OUT
768,2510,430,2024-07-13,2024-08-02,RETURNED
769,1846,666,2024-04-11,2024-04-28,RETURNED
770,1044,606,2024-01-07,2024-01-18,RETURNED
771,4547,1994,2024-10-14,2024-10-21,RETURNED
772,4261,1498,2024-02-15,2024-02-26,RETURNED
773,1146,1658,2024-05-09,2024-06-01,RETURNED
774,2232,901,2024-01-21,,OUT
775,3943,1679,2024-08-17,,OUT
776,2715,1823,2024-04-13,2024-05-09,RETURNED
777,1961,1392,2024-08-06,2024-08-30,RETURNED
778,4757,1020,2024-08-19,2024-09-16,RETURNED
779,139,1225,2024-11-04,2024-11-26,RETURNED
780,1086,1743,2024-01-05,2024-01-18,RETURNED
781,4689,747,2024-09-16,2024-09-22,RETURNED
782,2979,129,2024-08-29,2024-09-18,RETURNED
783,2178,758,2024-07-06,2024-08-01,RETURNED
784,1388,732,2024-04-07,2024-04-21,RETURNED
785,78,684,2024-10-04,2024-11-03,RETURNED
786,811,194,2024-10-29,,OUT
787,1818,1483,2024-07-29,,OUT
788,4024,1547,2024-08-12,,OUT
789,2443,375,2024-05-11,2024-05-31,RETURNED
790,678,304,2024-07-01,2024-07-09,RETURNED
791,3110,1094,2024-06-25,2024-07-25,RETURNED
792,3467,1403,2024-05-17,2024-05-24,RETURNED
793,1577,235,2024-03-01,,OUT
794,3059,1622,2024-11-05,2024-11-24,RETURNED
795,1164,1446,2024-12-17,,OUT
796,4059,980,2024-02-01,2024-02-08,RETURNED
797,4920,747,2024-12-01,,OUT
798,3537,506,2024-06-14,,OUT
799,238,1275,2024-09-17,2024-10-11,RETURNED
800,747,1304,2024-05-08,2024-05-31,RETURNED
801,2077,1935,2024-10-12,,OUT
802,1616,1106,2024-08-11,,OUT
803,3468,665,2024-12-25,2024-12-30,RETURNED
804,4389,241,2024-03-08,,OUT
805,4324,557,2024-01-30,2024-02-12,RETURNED
806,4054,512,2024-12-25,2024-12-27,RETURNED
807,2394,1172,2024-01-07,2024-02-05,RETURNED
808,1449,626,2024-04-22,,OUT
809,1024,1870,2024-07-25,,OUT
810,3484,1745,2024-04-12,,OUT
811,1432,741,2024-10-09,2024-11-08,RETURNED
812,3179,1771,2024-07-14,2024-08-13,RETURNED
813,1225,1378,2024-05-25,,OUT
814,1719,1513,2024-09-22,2024-10-19,RETURNED
815,2341,1488,2024-08-10,2024-08-13,RETURNED
816,882,1003,2024-05-26,2024-06-22,RETURNED
817,2959,466,2024-09-25,2024-10-08,RETURNED
818,3777,1166,2024-09-24,2024-10-14,RETURNED
819,3695,1292,2024-07-29,,OUT
820,1697,473,2024-02-15,2024-02-26,RETURNED
821,2260,1002,2024-12-11,2024-12-12,RETURNED
822,4520,48,2024-01-11,2024-01-19,RETURNED
823,3851,811,2024-03-27,,OUT
824,1007,630,2024-11-16,,OUT
825,4416,1471,2024-02-23,2024-03-19,RETURNED
826,1208,644,2024-01-09,2024-01-27,RETURNED
827,2626,386,2024-08-12,,OUT
828,1953,668,2024-01-03,2024-02-01,RETURNED
829,1495,1573,2024-01-07,2024-01-31,RETURNED
830,1256,1708,2024-04-13,2024-05-09,RETURNED
831,1079,1880,2024-08-20,2024-08-29,RETURNED
832,3408,1223,2024-07-17,2024-07-30,RETURNED
833,3846,164,2024-06-01,2024-06-09,RETURNED
834,4519,814,2024-06-06,2024-06-24,RETURNED
835,3873,1067,2024-12-18,2024-12-31,RETURNED
836,1606,1038,2024-02-03,2024-02-22,RETURNED
837,2185,770,2024-07-07,2024-07-23,RETURNED
838,3414,1900,2024-12-04,,OUT
839,1112,560,2024-10-29,,OUT
840,2526,837,2024-10-16,2024-10-22,RETURNED
841,3003,1231,2024-12-04,2024-12-22,RETURNED
842,717,890,2024-08-05,,OUT
843,79,166,2024-09-06,,OUT
844,4806,118,2024-10-30,2024-11-03,RETURNED
845,1794,49,2024-12-15,,OUT
846,4583,992,2024-12-19,2024-12-31,RETURNED
847,1853,1887,2024-04-10,,OUT
848,503,1638,2024-08-06,2024-08-27,RETURNED
849,3596,1442,2024-02-14,,OUT
850,3932,1284,2024-02-01,2024-02-26,RETURNED
851,765,272,2024-09-18,2024-10-08,RETURNED
852,694,1407,2024-05-07,2024-05-11,RETURNED
853,2293,1901,2024-09-10,2024-10-08,RETURNED
854,1359,709,2024-04-02,2024-04-12,RETURNED
855,1855,1467,2024-10-02,2024-10-30,RETURNED
856,1519,1760,2024-03-14,2024-03-17,RETURNED
857,3948,119,2024-12-08,,OUT
858,395,906,2024-06-19,2024-07-07,RETURNED
859,65,547,2024-09-04,2024-09-25,RETURNED
860,4847,556,2024-02-03,,OUT
861,3093,547,2024-03-06,2024-03-23,RETURNED
862,4646,926,2024-01-27,2024-02-26,RETURNED
863,1933,294,2024-08-03,2024-08-28,RETURNED
864,3153,849,2024-08-25,2024-08-29,RETURNED
865,3395,1058,2024-12-22,2024-12-26,RETURNED
866,4455,205,2024-12-27,,OUT
867,3110,1726,2024-03-11,,OUT
868,710,533,2024-08-20,2024-08-24,RETURNED
869,4715,734,2024-03-07,2024-03-20,RETURNED
870,2851,385,2024-04-12,,OUT
871,3605,1771,2024-08-19,2024-09-08,RETURNED
872,2646,1850,2024-05-25,,OUT
873,2721,728,2024-08-04,2024-08-09,RETURNED
874,2687,1745,2024-05-12,,OUT
875,3969,1779,2024-03-04,2024-03-22,RETURNED
876,2737,1334,2024-06-09,,OUT
877,4367,1375,2024-08-27,2024-08-29,RETURNED
878,131,131,2024-10-11,,OUT
879,2300,733,2024-08-08,,OUT
880,4229,1420,2024-01-19,,OUT
881,3308,897,2024-08-05,,OUT
882,2833,854,2024-05-25,2024-06-05,RETURNED
883,4408,1009,2024-04-18,,OUT
884,1330,1422,2024-04-02,2024-04-09,RETURNED
885,4385,802,2024-02-28,2024-03-16,RETURNED
886,1015,1976,2024-08-15,2024-08-19,RETURNED
887,2062,1851,2024-04-26,,OUT
888,287,1492,2024-03-29,,OUT
889,3283,1045,2024-02-09,2024-02-23,RETURNED
890,4942,245,2024-03-07,,OUT
891,3771,1625,2024-02-20,2024-03-16,RETURNED
892,4039,440,2024-10-14,2024-10-30,RETURNED
893,1259,513,2024-11-16,,OUT
894,261,1616,2024-03-11,,OUT
895,1269,527,2024-01-04,2024-01-06,RETURNED
896,2179,1179,2024-02-14,,OUT
897,4362,98,2024-10-04,2024-10-25,RETURNED
898,4553,163,2024-04-28,2024-05-17,RETURNED
899,3823,1397,2024-11-24,2024-12-03,RETURNED
900,563,1842,2024-08-17,,OUT
901,1062,1361,2024-07-30,2024-08-28,RETURNED
902,2598,518,2024-10-13,2024-10-17,RETURNED
903,439,219,2024-01-01,2024-01-04,RETURNED
904,933,1628,2024-04-22,2024-05-01,RETURNED
905,3690,1036,2024-02-02,,OUT
906,1469,880,2024-12-10,2024-12-23,RETURNED
907,2027,353,2024-09-08,,OUT
908,1537,1824,2024-05-15,2024-05-26,RETURNED
909,2988,1396,2024-05-02,2024-05-24,RETURNED
910,2811,1824,2024-11-12,2024-11-30,RETURNED
911,3666,1294,2024-12-20,2024-12-31,RETURNED
912,3570,498,2024-03-22,2024-04-08,RETURNED
913,3583,874,2024-06-02,,OUT
914,3741,1357,2024-05-13,2024-05-18,RETURNED
915,2547,184,2024-08-15,2024-08-22,RETURNED
916,4896,1426,2024-08-05,2024-08-20,RETURNED
917,2966,450,2024-07-30,2024-08-04,RETURNED
918,977,1540,2024-01-04,,OUT
919,3974,467,2024-06-20,2024-06-23,RETURNED
920,495,903,2024-12-20,2024-12-25,RETURNED
921,2404,993,2024-07-08,2024-08-05,RETURNED
922,46,1884,2024-12-24,2024-12-31,RETURNED
923,3963,75,2024-04-04,2024-04-13,RETURNED
924,2125,1548,2024-07-03,2024-07-30,RETURNED
925,282,1855,2024-02-11,2024-03-06,RETURNED
926,4530,1300,2024-03-12,,OUT
927,2254,1346,2024-08-16,2024-09-04,RETURNED
928,1838,252,2024-09-30,,OUT
929,2731,1364,2024-12-21,2024-12-31,RETURNED
930,1543,179,2024-08-17,,OUT
931,3518,1015,2024-10-11,,OUT
932,3168,994,2024-08-05,2024-08-27,RETURNED
933,3210,1172,2024-08-07,2024-08-31,RETURNED
934,3729,1178,2024-11-11,2024-12-07,RETURNED
935,1032,1598,2024-09-21,2024-10-14,RETURNED
936,419,1095,2024-03-28,,OUT
937,1815,1325,2024-11-13,2024-11-15,RETURNED
938,153,719,2024-05-16,,OUT
939,3096,1679,2024-11-28,2024-12-28,RETURNED
940,61,552,2024-01-26,,OUT
941,4610,293,2024-03-26,2024-04-04,RETURNED
942,3563,1462,2024-08-03,,OUT
943,3318,518,2024-01-23,2024-02-01,RETURNED
944,3139,329,2024-08-26,2024-09-23,RETURNED
945,3335,413,2024-09-21,,OUT
946,1672,401,2024-02-23,,OUT
947,3009,1088,2024-12-18,2024-12-20,RETURNED
948,3778,927,2024-07-17,2024-08-08,RETURNED
949,2884,1106,2024-05-03,2024-05-10,RETURNED
950,758,296,2024-10-28,2024-11-09,RETURNED
951,2752,313,2024-10-22,2024-10-31,RETURNED
952,4825,1126,2024-09-15,2024-10-08,RETURNED
953,3344,256,2024-12-27,,OUT
954,1677,1207,2024-07-02,,OUT
955,1885,588,2024-01-30,,OUT
956,645,824,2024-12-03,,OUT
957,2946,1455,2024-10-10,,OUT
958,4193,1766,2024-02-06,2024-02-22,RETURNED
959,3284,1224,2024-09-05,2024-09-27,RETURNED
960,1223,1548,2024-10-07,2024-10-22,RETURNED
961,3539,57,2024-07-05,,OUT
962,629,4,2024-12-11,,OUT
963,1736,731,2024-10-14,2024-11-03,RETURNED
964,2683,274,2024-06-14,2024-06-16,RETURNED
965,215,1877,2024-10-17,2024-10-20,RETURNED
966,4311,85,2024-01-17,2024-02-10,RETURNED
967,3312,498,2024-04-11,2024-05-11,RETURNED
968,3318,799,2024-06-26,2024-07-11,RETURNED
969,1787,1637,2024-06-11,,OUT
970,268,1841,2024-04-17,2024-04-18,RETURNED
971,3272,195,2024-12-19,2024-12-31,RETURNED
972,3886,409,2024-01-04,,OUT
973,1478,1691,2024-06-02,2024-06-30,RETURNED
974,1006,1975,2024-10-12,2024-10-20,RETURNED
975,2288,1092,2024-03-29,,OUT
976,2427,946,2024-02-12,,OUT
977,979,653,2024-02-17,,OUT
978,1302,1051,2024-07-03,,OUT
979,4751,727,2024-11-11,2024-12-05,RETURNED
980,766,183,2024-11-14,2024-12-14,RETURNED
981,4987,1658,2024-01-16,,OUT
982,1793,1070,2024-08-04,2024-08-30,RETURNED
983,573,1299,2024-11-26,,OUT
984,4450,480,2024-10-16,,OUT
985,4094,1598,2024-06-13,,OUT
986,4017,1971,2024-12-12,,OUT
987,4760,1383,2024-01-05,,OUT
988,2351,35,2024-09-24,2024-10-10,RETURNED
989,2333,783,2024-02-23,2024-02-27,RETURNED
990,3474,1684,2024-06-08,,OUT
991,1691,1309,2024-08-30,,OUT
992,4975,103,2024-01-18,2024-01-31,RETURNED
993,1426,1268,2024-11-02,2024-11-28,RETURNED
994,681,1764,2024-04-25,2024-05-04,RETURNED
995,819,28,2024-11-26,2024-12-25,RETURNED
996,433,800,2024-04-28,,OUT
997,3821,1665,2024-07-20,2024-07-21,RETURNED
998,405,1477,2024-11-09,,OUT
999,2383,1920,2024-07-14,,OUT
1000,2568,1151,2024-12-21,2024-12-31,RETURNED
1001,319,1064,2024-11-14,2024-12-11,RETURNED
1002,2057,802,2024-05-04,,OUT
1003,4713,598,2024-06-24,2024-07-21,RETURNED
1004,1633,1488,2024-08-07,,OUT
1005,859,1245,2024-01-05,,OUT
1006,3183,1913,2024-06-20,,OUT
1007,4164,607,2024-05-09,,OUT
1008,1057,892,2024-04-25,,OUT
1009,3426,373,2024-04-28,2024-05-23,RETURNED
1010,3416,420,2024-05-17,,OUT
1011,4616,798,2024-03-24,2024-04-07,RETURNED
1012,1676,1832,2024-07-08,2024-07-31,RETURNED
1013,1697,682,2024-03-05,2024-03-27,RETURNED
1014,1374,937,2024-12-25,2024-12-31,RETURNED
1015,4314,1759,2024-01-20,2024-02-02,RETURNED
1016,3383,1857,2024-01-24,2024-02-18,RETURNED
1017,4639,1541,2024-07-27,2024-08-25,RETURNED
1018,2510,727,2024-12-29,2024-12-31,RETURNED
1019,4696,340,2024-11-22,2024-12-03,RETURNED
1020,2185,582,2024-10-21,,OUT
1021,568,928,2024-08-08,,OUT
1022,2437,1539,2024-10-28,,OUT
1023,3935,492,2024-10-10,,OUT
1024,4465,1651,2024-08-30,2024-08-31,RETURNED
1025,464,1347,2024-06-10,2024-07-07,RETURNED
1026,1163,1947,2024-08-30,2024-09-24,RETURNED
1027,3426,1223,2024-01-20,2024-02-04,RETURNED
1028,916,1964,2024-04-18,,OUT
1029,1279,1858,2024-09-18,,OUT
1030,448,312,2024-01-01,2024-01-03,RETURNED
1031,3298,599,2024-07-17,2024-08-16,RETURNED
1032,1063,1080,2024-09-22,2024-09-29,RETURNED
1033,3351,1060,2024-07-03,2024-07-17,RETURNED
1034,310,1485,2024-02-15,,OUT
1035,66,525,2024-05-05,2024-05-30,RETURNED
1036,4998,1593,2024-09-29,2024-10-21,RETURNED
1037,683,1337,2024-09-18,2024-10-07,RETURNED
1038,3421,963,2024-06-19,2024-06-29,RETURNED
1039,2456,864,2024-05-18,2024-05-25,RETURNED
1040,421,1012,2024-09-11,,OUT
1041,385,1934,2024-08-27,2024-08-29,RETURNED
1042,1535,1117,2024-03-21,2024-04-14,RETURNED
1043,1841,1161,2024-09-29,,OUT
1044,4384,1972,2024-09-18,2024-10-07,RETURNED
1045,2724,462,2024-09-02,2024-09-17,RETURNED
1046,3196,1279,2024-04-16,,OUT
1047,2781,1678,2024-02-06,,OUT
1048,2970,1098,2024-12-31,,OUT
1049,4510,1753,2024-06-07,2024-07-04,RETURNED
1050,4201,879,2024-01-21,,OUT
1051,3072,1792,2024-06-02,,OUT
1052,584,1087,2024-09-19,2024-10-06,RETURNED
1053,415,1651,2024-12-15,2024-12-16,RETURNED
1054,4028,965,2024-09-18,2024-09-26,RETURNED
1055,4754,1172,2024-07-08,2024-07-30,RETURNED
1056,179,1508,2024-11-06,2024-12-06,RETURNED
1057,832,1091,2024-02-10,,OUT
1058,4329,1829,2024-12-03,,OUT
1059,365,1718,2024-03-27,2024-04-08,RETURNED
1060,1266,1807,2024-09-28,2024-10-17,RETURNED
1061,289,1796,2024-06-13,2024-06-28,RETURNED
1062,1820,10,2024-12-08,2024-12-23,RETURNED
1063,3621,999,2024-10-13,,OUT
1064,4360,1522,2024-10-08,,OUT
1065,330,761,2024-08-12,,OUT
1066,2211,206,2024-01-11,,OUT
1067,803,846,2024-10-26,2024-11-08,RETURNED
1068,1280,158,2024-04-14,2024-04-21,RETURNED
1069,4354,1841,2024-03-02,2024-03-05,RETURNED
1070,2123,1990,2024-03-08,2024-03-15,RETURNED
1071,1208,1240,2024-05-20,2024-05-26,RETURNED
1072,1252,1072,2024-12-19,2024-12-20,RETURNED
1073,3487,601,2024-06-18,,OUT
1074,4472,627,2024-07-03,,OUT
1075,2449,921,2024-11-06,2024-12-06,RETURNED
1076,2146,219,2024-11-04,2024-11-15,RETURNED
1077,3653,221,2024-10-01,2024-10-31,RETURNED
1078,1477,1863,2024-09-22,2024-09-30,RETURNED
1079,1138,414,2024-02-22,2024-03-05,RETURNED
1080,1294,202,2024-12-21,,OUT
1081,4351,1882,2024-08-13,2024-09-02,RETURNED
1082,3984,87,2024-09-25,2024-10-20,RETURNED
1083,3157,1000,2024-05-14,,OUT
1084,77,1387,2024-07-13,,OUT
1085,2200,444,2024-06-11,2024-06-24,RETURNED
1086,2029,1721,2024-02-02,2024-02-03,RETURNED
1087,4403,314,2024-04-30,,OUT
1088,581,225,2024-03-03,2024-03-04,RETURNED
1089,4252,383,2024-05-31,2024-06-28,RETURNED
1090,4183,860,2024-11-26,,OUT
1091,807,609,2024-02-10,2024-02-22,RETURNED
1092,2745,1640,2024-06-25,2024-07-12,RETURNED
1093,2225,1921,2024-02-14,,OUT
1094,3744,587,2024-09-02,,OUT
1095,2822,1149,2024-08-21,2024-09-11,RETURNED
1096,2617,1022,2024-07-16,2024-07-19,RETURNED
1097,3166,1661,2024-04-25,,OUT
1098,2186,1024,2024-08-23,2024-09-07,RETURNED
1099,1926,409,2024-02-12,2024-02-15,RETURNED
1100,4703,902,2024-06-25,2024-07-24,RETURNED
1101,3021,511,2024-02-01,2024-02-24,RETURNED
1102,2403,1701,2024-06-15,,OUT
1103,430,1714,2024-09-12,,OUT
1104,4076,1790,2024-02-20,,OUT
1105,2078,1710,2024-04-21,2024-05-05,RETURNED
1106,4653,310,2024-07-29,,OUT
1107,4312,1879,2024-03-27,2024-04-18,RETURNED
1108,4943,1807,2024-04-28,,OUT
1109,3038,93,2024-05-13,2024-05-28,RETURNED
1110,4632,1309,2024-08-12,,OUT
1111,2152,1745,2024-03-04,2024-04-02,RETURNED
1112,2659,64,2024-02-19,2024-03-11,RETURNED
1113,807,1408,2024-06-19,2024-07-14,RETURNED
1114,589,1765,2024-10-08,2024-11-06,RETURNED
1115,598,1221,2024-08-15,,OUT
1116,710,823,2024-05-16,,OUT
1117,3663,1089,2024-06-16,2024-07-04,RETURNED
1118,4689,622,2024-05-10,2024-05-30,RETURNED
1119,3787,1550,2024-07-12,,OUT
1120,684,1523,2024-01-12,2024-02-08,RETURNED
1121,3999,1827,2024-05-13,2024-06-07,RETURNED
1122,2909,1509,2024-12-29,,OUT
1123,1371,91,2024-09-13,2024-10-10,RETURNED
1124,2442,1500,2024-10-14,2024-10-22,RETURNED
1125,4689,1435,2024-11-30,2024-12-11,RETURNED
1126,890,1848,2024-11-06,,OUT
1127,4020,912,2024-03-03,2024-03-26,RETURNED
1128,3890,465,2024-01-03,2024-01-27,RETURNED
1129,1438,776,2024-04-01,,OUT
1130,1475,548,2024-02-14,2024-02-17,RETURNED
1131,1977,1657,2024-05-25,2024-05-28,RETURNED
1132,3792,562,2024-11-06,2024-11-21,RETURNED
